Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Infinite Lux,,,,TRUE,,,,,,,https://lux8.net/,https://x.com/lux8net,@lux8net; https://x.com/lux8net,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Staking service with security in mind | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
Inite,,,,TRUE,,,,,,,https://inite.io/,https://x.com/initeio,@initeio; https://x.com/initeio,https://t.me/initeio,DAO; GAMING; NFT; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Boost your creativity; bring your best ideas to the world,website-scan: scanned
INOTEL,,,,TRUE,,,,,,,https://inotel.ro,,,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Proven Validator with Quality Services | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
iSwap,,,,TRUE,,,,,,,https://www.iswap.com/,https://x.com/iSwapCom,@iSwapCom; https://x.com/iSwapCom,https://t.me/iswapcom,AURORA; BRIDGES; DAPPS; DEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Cross-Chain Swaps in a Snap | Grid match cleared (false positive: matched Houdini Swap),website-scan: scanned
Jungle Launchpad,,,,TRUE,,,,,,,https://junglelaunchpad.io/,https://x.com/junglelaunch,@junglelaunch; https://x.com/junglelaunch,,LAUNCHPADS; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A boutique of premiere services for high quality NFT projects,website-scan: scanned
Kaizen Collective,,,,TRUE,,,,,,,https://kaizencollective.net/,https://x.com/KaizenDAO_,@KaizenDAO_; https://x.com/KaizenDAO_,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A collective of NFT advisors & consultants,website-scan: scanned
Keels,,,,TRUE,,,,,,,https://www.keels.app/,https://x.com/keelsapp,@keelsapp; https://x.com/keelsapp,https://t.me/Keels_AN,DAPPS; MARKETPLACES; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Marketplace of tokenized sheet music,website-scan: scanned
Kokumo Kongz,,,,TRUE,,,,,,,,https://x.com/KokumoKongz,@KokumoKongz; https://x.com/KokumoKongz,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An intergalactic species of ape on NEAR,
Kresko Fi,,,,TRUE,,,,,,,https://www.kresko.fi/,https://x.com/kreskofi,@kreskofi; https://x.com/kreskofi,,AURORA; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Making wealth accessible to anyone; anywhere,website-scan: scanned
Krystal,,,,TRUE,,,,,,,https://krystal.app/,https://x.com/KrystalDefi,@KrystalDefi; https://x.com/KrystalDefi,https://t.me/KrystalDefi,AURORA; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Multi-Chain DeFi & NFT Management Platform | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
Kyber Network,TRUE,,,,,,,,,,https://kyber.network/,https://x.com/kybernetwork,@kybernetwork; https://x.com/kybernetwork,https://t.me/kybernetwork,AURORA; DAPPS; DEFI; EXCHANGES,,,Active; ✅ Found,Kyber Network,id1752051399-2_FDY74USJGTks3IFU1MXA,https://kyber.network; https://admin.thegrid.id/profiles/?rootId=id1752051399-2_FDY74USJGTks3IFU1MXA,name; URL: urlMain,NEAR; near,AwesomeNEAR,Multi-chain DeFi liquidity hub | Grid confirms: USDT | [PROMOTED from website-scan] web3 signals (swap; bridge; dex; liquidity; yield),Grid: USDT (supported_by) | website-scan: scanned | promoted: website-scan
Lacrove,,,,TRUE,,,,,,,https://lacrove.io/,https://x.com/LacroveNFT,@LacroveNFT; https://x.com/LacroveNFT,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A Digital Fashion Tribe with 1234 3D NFT of famous sneakers to the Tigers head,website-scan: scanned
Leap Wallet,,,,TRUE,,,,,,,https://www.leapwallet.io/,https://x.com/leap_wallet,@leap_wallet; https://x.com/leap_wallet,https://t.me/leapwallet,INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Access DeFi; NFTs; staking & more in-wallet | [PROMOTED from website-scan] web3 signals (swap; staking; defi),website-scan: scanned | promoted: website-scan
Lifetise,TRUE,,,TRUE,,,,,,,https://www.lifetise.io/,https://x.com/lifetise,@lifetise; https://x.com/lifetise,https://t.me/LifetiseChat,DAPPS; DEFI; METAVERSE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Building the FinTech Metaverse | [PROMOTED from website-scan] USDT keywords (usdt),website-scan: scanned | promoted: website-scan
Liquality,,,,TRUE,,,,,,,https://liquality.io/,https://x.com/Liquality_io,@Liquality_io; https://x.com/Liquality_io,https://t.me/liquality,DEFI; INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Multi-Chain Wallet With Atomic Swaps,website-scan: scanned
Locify,TRUE,,,TRUE,,,,,,,https://www.locify.com/,,,,DEVTOOLING; INFRASTRUCTURE; METAVERSE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Ad Tech Infrastructure for the Metaverse | [PROMOTED from website-scan] USDT keywords (usdt) | SOL keywords (solana) | stablecoin mentions,website-scan: scanned | promoted: website-scan
Loozr,,,,TRUE,,,,,,,https://loozr.io/,https://x.com/officialloozr,@officialloozr; https://x.com/officialloozr,https://t.me/+Zi7-M7wMW6A4MjE0,DAPPS; MUSIC; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized music streaming and investment platform on Web 3.0,website-scan: scanned
Lots of Lands,,,,TRUE,,,,,,,https://lotsoflands.io/,https://x.com/PlayLotsofLands,@PlayLotsofLands; https://x.com/PlayLotsofLands,,DAPPS; GAMING; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Immersive NFT-based game set in the Meta-earth,website-scan: scanned
LunaNova,,,,TRUE,,,,,,,https://lunanova.tech/,,,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Making cryptoassets work | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
Magellan,,,,TRUE,,,,,,,https://magellan.exchange/,https://x.com/nearmagellan,@nearmagellan; https://x.com/nearmagellan,,DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first DEX aggregator and swap infrastructure on NEAR,website-scan: scanned
ManuFactory,,,,TRUE,,,,,,,https://manufactory.gg/,https://x.com/ManuFactoryGG,@ManuFactoryGG; https://x.com/ManuFactoryGG,https://t.me/manufactoryofficial,AURORA; DAPPS; GAMING; GAMEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Cross-chain construction and management game built in a sandbox,website-scan: scanned
Mara.NFT,,,,TRUE,,,,,,,,https://x.com/MaraNFT_DAO,@MaraNFT_DAO; https://x.com/MaraNFT_DAO,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,High-class NFTs on NEAR,
Marnotaur,,,,TRUE,,,,,,,https://marnotaur.com/,https://x.com/marnotaur,@marnotaur; https://x.com/marnotaur,https://t.me/marnotaur,DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,AMM-based; cross-chain liquidity protocol for secure decentralized margin trading,website-scan: scanned
Masternode24,,,,TRUE,,,,,,,https://masternode24.de,https://x.com/masternode24,@masternode24; https://x.com/masternode24,https://t.me/joinchat/HfZbpg9W32YWQfCPaeWcWQ,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NEAR validator and staking provider from Germany,website-scan: scanned
Meta Yield,,,,TRUE,,,,,,,https://metayield.app/,https://x.com/meta_pool,@meta_pool; https://x.com/meta_pool,,DAPPS; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Fundraising through Liquid Staking,website-scan: scanned
MetaPlan,,,,TRUE,,,,,,,https://metaplan.cc/,https://x.com/MetaPlanGame,@MetaPlanGame; https://x.com/MetaPlanGame,https://t.me/MetaPlanGameOfficial,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The Last Country is a hardcore blockchain simulation game,website-scan: scanned
Midas Capital,,,,TRUE,,,,,,,mid,https://x.com/MidasCapitalxyz,@MidasCapitalxyz; https://x.com/MidasCapitalxyz,https://t.me/midascapitaltg,AURORA; DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Bringing Fuse Pools to deep liquidity and bridgehead chains | Grid match cleared (false positive: matched Midnight Network),website-scan: scanned
MIND Games,,,,TRUE,,,,,,,https://mindgames.io/,https://x.com/MINDGames_io,@MINDGames_io; https://x.com/MINDGames_io,https://t.me/MINDgames_io,AURORA; DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,DEX & DeFi Gaming Hub powered by Aurora,website-scan: scanned
MjolNear,,,,TRUE,,,,,,,https://mjolnear.com/,https://x.com/MjolNear_,@MjolNear_; https://x.com/MjolNear_,https://t.me/mj0lnear,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Open NFT marketplace on NEAR blockchain,website-scan: scanned
MODA DAO,,,,TRUE,,,,,,,mod,https://x.com/moda_dao,@moda_dao; https://x.com/moda_dao,https://t.me/modadao,AURORA; DAO; DAPPS; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Redefine the future of audio via NFT standards; governance and DeFi | Grid match cleared (false positive: matched GIGAI),website-scan: scanned
MonkeGodz,,,,TRUE,,,,,,,https://monkegodz.pages.dev/,https://x.com/MonkeGodzNFT,@MonkeGodzNFT; https://x.com/MonkeGodzNFT,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,333 programmatically generative NFTs centered around Governance,website-scan: scanned
MonkeONear,,,,TRUE,,,,,,,https://www.monkeonear.com/,https://x.com/MonkeONear,@MonkeONear; https://x.com/MonkeONear,,COLLECTIBLES; NFT; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,444 Monkes engraving the future,website-scan: scanned
MoonFlower Farmers,,,,TRUE,,,,,,,https://moonflowerfarmers.com/,,,,AURORA; DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Free to play and free to earn Web3 game,website-scan: scanned
Mooniswap,,,,TRUE,,,,,,,https://mooniswap.exchange,https://x.com/mooniswap,@mooniswap; https://x.com/mooniswap,https://t.me/mooniswapchat,DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,AMM protocol by 1inch,website-scan: scanned
MooPay,,,,TRUE,,,,,,,https://moopay.live/,https://x.com/moopayments,@moopayments; https://x.com/moopayments,,INFRASTRUCTURE; DEFI; PAYMENTS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,No-Code; Non-Custodial Payments for Creators,website-scan: scanned
Murder Mystery Collective,,,,TRUE,,,,,,,https://www.playmmc.io/,https://x.com/playmmc,@playmmc; https://x.com/playmmc,,COLLECTIBLES; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Community based solve & earn murder mystery game,website-scan: scanned
Muse Network,,,,TRUE,,,,,,,https://musenetwork.org/,https://x.com/net_muse,@net_muse; https://x.com/net_muse,,DAPPS; MUSIC; NFT; OCTOPUS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Unleash the Power of Music by Blockchain,website-scan: scanned
MutantSwap,,,,TRUE,,,,,,,https://www.mutantswap.finance/,https://x.com/MutantPunksNFT,@MutantPunksNFT; https://x.com/MutantPunksNFT,,AURORA; DAPPS; DEFI; EXCHANGES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Advanced DeFi Platform for MutantPunksNFT,website-scan: scanned
MyConstant,,,,TRUE,,,,,,,https://www.myconstant.com/,https://x.com/myconstantp2p,@myconstantp2p; https://x.com/myconstantp2p,,DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,P2P lending built on P2P technology | [PROMOTED from website-scan] web3 signals (swap; borrow),website-scan: scanned | promoted: website-scan
NAGMI,,,,TRUE,,,,,,,https://nagmi.art/,https://x.com/NagmiArt,@NagmiArt; https://x.com/NagmiArt,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,500 3D apes on Near Protocol,website-scan: scanned
Naksh,,,,TRUE,,,,,,,https://www.naksh.org/,https://x.com/NakshMarket,@NakshMarket; https://x.com/NakshMarket,https://t.me/nakshofficial,COLLECTIBLES; DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A community fueled NFT marketplace for Indian vernacular artists,website-scan: scanned
Narwallets,,,,TRUE,,,,,,,https://narwallets.com,https://x.com/NarWallets,@NarWallets; https://x.com/NarWallets,,INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A NEAR crypto wallet & gateway to NEAR blockchain apps | [PROMOTED from website-scan] web3 signals (swap; liquidity; staking; defi),website-scan: scanned | promoted: website-scan
Nativo NFT,,,,TRUE,,,,,,,https://nativonft.app,https://x.com/nativonft,@nativonft; https://x.com/nativonft,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT Marketplace focused on hispanic artists,website-scan: scanned
NEAR Citizen,,,,TRUE,,,,,,,https://near.show/,https://x.com/nearcitizen,@nearcitizen; https://x.com/nearcitizen,https://t.me/nearcitizen,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Citizen of NEAR,website-scan: scanned
NEAR Dragon Nation,,,,TRUE,,,,,,,https://www.neardragons.com/,https://x.com/NearDragNation,@NearDragNation; https://x.com/NearDragNation,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,3;000 custom generative NFTs of Dragons | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
NEAR Lands,,,,TRUE,,,,,,,https://lands.near.page,https://x.com/NearLands,@NearLands; https://x.com/NearLands,https://t.me/NEARLands,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Pixelated land game on NEAR,website-scan: scanned
NEAR Music Guild,,,,TRUE,,,,,,,,https://x.com/nxmlive,@nxmlive; https://x.com/nxmlive,https://t.me/theNxM,ECOSYSTEM; GUILDS; MUSIC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NEAR x Music - Community; Academy and Toolset,
NEAR Portal,,,,TRUE,,,,,,,https://nearportal.com/,https://x.com/NEAR_China,@NEAR_China; https://x.com/NEAR_China,https://t.me/NEAR_China,ECOSYSTEM; EDUCATION,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Resource centre that brings together updates and information related to NEAR,website-scan: scanned
NEAR Starter,,,,TRUE,,,,,,,https://nearstarter.fi/,https://x.com/NEARStarter_fi,@NEARStarter_fi; https://x.com/NEARStarter_fi,https://t.me/NEAR_Starter_News,DAPPS; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,New generation launchpad built on NEAR,website-scan: scanned
NEAR Vox Club,,,,TRUE,,,,,,,,https://x.com/artaholic_near,@artaholic_near; https://x.com/artaholic_near,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A collection of 1000 one-of-a-kind 3d-voxel characters,
Nearfolio,,,,TRUE,,,,,,,N/A,https://x.com/nearfolio,@nearfolio; https://x.com/nearfolio,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Curated NFT marketplace on NEAR Protocol,website-scan: scanned
NearGate,,,,TRUE,,,,,,,https://neargate.net/,https://x.com/NearGate_HQ,@NearGate_HQ; https://x.com/NearGate_HQ,https://t.me/neargate_official,DAPPS; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A liquidity protocol for lockdrop in NEAR Protocol,website-scan: scanned
NepBot,,,,TRUE,,,,,,,https://nepbot.org/,https://x.com/nepbot4near,@nepbot4near; https://x.com/nepbot4near,,DAPPS; SOCIAL; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Build your NEP token-gated communities on Discord,website-scan: scanned
Nephilim NFT,,,,TRUE,,,,,,,https://www.thenephilim.io/,https://x.com/HouseOfNephilim,@HouseOfNephilim; https://x.com/HouseOfNephilim,,COLLECTIBLES; DAO; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A Builders Hub DAO with community governed Tasks/Reward System,website-scan: scanned
Nestercity,,,,TRUE,,,,,,,https://www.nester.city/,https://x.com/nestercity_NFT,@nestercity_NFT; https://x.com/nestercity_NFT,,COLLECTIBLES; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An NFT Project that offers you a fully-accessible Metaverse,website-scan: scanned
New Order,,,,TRUE,,,,,,,https://www.neworder.network/,https://x.com/neworderdao,@neworderdao; https://x.com/neworderdao,https://t.me/NewOrderDAO,AURORA; DAO; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A community led venture DAO for DeFi,website-scan: scanned
Nexon Finance,,,,TRUE,,,,,,,https://nexon.finance/,https://x.com/NexonFi,@NexonFi; https://x.com/NexonFi,,AURORA; DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Lending Protocol on Aurora,website-scan: scanned
nft.hiphop,,,,TRUE,,,,,,,https://nft.hiphop/,,,,COLLECTIBLES; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Hip-Hop Heads NFT auction marketplace,website-scan: scanned
NFT Pawn,,,,TRUE,,,,,,,https://nftpawn.financial/,https://x.com/pawnprotocol,@pawnprotocol; https://x.com/pawnprotocol,,DAPPS; LENDING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first NFTs P2P Lending platform on NEAR,website-scan: scanned
Niche,,,,TRUE,,,,,,,https://www.niche.club/,https://x.com/nicheprotocol,@nicheprotocol; https://x.com/nicheprotocol,,DAO; DAPPS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Building the ecosystem for user-owned communities,website-scan: scanned
Nifty Comedians,,,,TRUE,,,,,,,https://www.niftycomedians.io/,https://x.com/NiftyComedians,@NiftyComedians; https://x.com/NiftyComedians,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first Comedy NFT platform,website-scan: scanned
Nifty Row,,,,TRUE,,,,,,,https://www.niftyrow.io/,https://x.com/NiftyRow,@NiftyRow; https://x.com/NiftyRow,https://t.me/niftyrow,AURORA; DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The NFT Marketplace for the unsung,website-scan: scanned
Nodeasy,,,,TRUE,,,,,,,https://www.nodeasy.com,https://x.com/nodeasy,@nodeasy; https://x.com/nodeasy,https://t.me/joinchat/GyYovA--tO7WPTTYJp9ifw,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Staking nodes for investors | [PROMOTED from website-scan] ADA keywords (cardano),website-scan: scanned | promoted: website-scan
Odo Ecosystem,,,,TRUE,,,,,,,https://odo.finance/,https://x.com/odofinance,@odofinance; https://x.com/odofinance,https://t.me/odofinance,AURORA; DAPPS; DEFI; EXCHANGES; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,DeFi platform in Aurora Chain | Grid match cleared (false positive: matched KODO Finance),website-scan: scanned
ONTO Wallet,TRUE,,,TRUE,,,,,,,https://onto.app/,https://x.com/ONTOWallet,@ONTOWallet; https://x.com/ONTOWallet,https://t.me/ONTOWallet,IDENTITY; INFRASTRUCTURE; WALLETS,,,Live; ✅ Found,ONTO Wallet; Ontology,id1762277940-dHNLyOfJTEiVT2EKqgXDEw,https://ont.io; https://admin.thegrid.id/profiles/?rootId=id1762277940-dHNLyOfJTEiVT2EKqgXDEw,batch-name; Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,A DID-based gateway for a seamless Web3 experience | [PROMOTED from website-scan] web3 signals (bridge) | Grid confirms: USDT,website-scan: scanned | promoted: website-scan | Grid: ONTO Wallet (product) [Wallet] | expanded-grid
OpenZeppelin,,,,TRUE,TRUE,,,,,,https://www.openzeppelin.com/,https://x.com/openzeppelin,@openzeppelin; https://x.com/openzeppelin,,AURORA; DEVTOOLING; SECURITY,,,Active; ✅ Found,OpenZeppelin,id1741256393-DT0T41rBSk-3dkUt1XZ5jQ,https://www.openzeppelin.com; https://admin.thegrid.id/profiles/?rootId=id1741256393-DT0T41rBSk-3dkUt1XZ5jQ,name; URL: urlMain,NEAR; near,AwesomeNEAR,The standard for secure Web3 applications | [PROMOTED from website-scan] STRK keywords (starknet) | stablecoin mentions,website-scan: scanned | promoted: website-scan
OPGames,,,,TRUE,,,,,,,https://opgames.org/,https://x.com/Outplay_Games,@Outplay_Games; https://x.com/Outplay_Games,https://t.me/outplaygames,DEVTOOLING; GAMING; OWC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Competitive game tournaments made easy,website-scan: scanned
Orderly Network,TRUE,,,,TRUE,,,,,,https://orderly.network/,https://x.com/OrderlyNetwork,@OrderlyNetwork; https://x.com/OrderlyNetwork,,DAPPS; DEFI; INFRASTRUCTURE,,,Active; ✅ Found,Orderly Network,id1759189372-BQsgqZmkReCR2bIUGoHlUA,https://orderly.network; https://admin.thegrid.id/profiles/?rootId=id1759189372-BQsgqZmkReCR2bIUGoHlUA,name; URL: urlMain,NEAR; near,AwesomeNEAR; CoinGecko,A permissionless orderbook protocol with next-gen decentralized trading infrastructure | Supports USDT + USDC | Grid confirms: USDT; USDC; SOL | Solana deployment (CoinGecko) | Supports USDT + USDC; Solana chain presence,USDT: $27;348 | USDC: $181;492 | Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | SOL: deployed on solana (CoinGecko) | USDT: $27;348 | USDC: $181;496 | SOL: $0
P2P Validator,TRUE,,,TRUE,TRUE,,,,,,https://p2p.org/,https://x.com/p2pvalidator,@p2pvalidator; https://x.com/p2pvalidator,https://t.me/P2Pstaking,VALIDATORS; INFRASTRUCTURE,,,Active; ✅ Found,p2p.org,id1764590551-AhsrLW46QlaSzxnVRBZT6A,https://www.p2p.org; https://admin.thegrid.id/profiles/?rootId=id1764590551-AhsrLW46QlaSzxnVRBZT6A,url; Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,Compound your investments with secure; non-custodial staking | Grid confirms: SOL | [PROMOTED from website-scan] USDT keywords (usdt) | USDC keywords (usdc) | SOL keywords (solana) | STRK keywords (starknet) | ADA keywords (cardano) | stablecoin mentions,Grid: SOL (supported_by) | website-scan: scanned | promoted: website-scan
